Carrier,Month,DayofMonth,Median,Mean
WN,1,28,1.0,8.5944606414
WN,1,29,0.0,4.33469387755
WN,1,30,0.0,3.51487747958
WN,1,31,6.0,30.5344023324
WN,2,1,13.0,29.6207799767
WN,2,2,0.0,3.70530063291
WN,2,3,3.0,32.8737357259
WN,2,4,7.0,24.5113570181
WN,2,5,2.0,17.0829452852
WN,2,6,2.0,16.8568102445
WN,2,7,4.0,12.9161816065
WN,2,8,4.0,12.6633663366
WN,2,9,0.0,3.07335448057
WN,2,10,2.0,10.5311176279
WN,2,11,0.0,9.44525334886
WN,2,12,3.0,23.0629004077
WN,2,13,5.0,26.93502331
WN,2,14,4.0,12.6708381839
WN,2,15,4.0,12.6688992429
WN,2,16,1.0,7.64155432197
WN,2,17,2.0,18.4118605409
WN,2,18,3.0,13.3858474083
WN,2,19,1.0,7.52417006407
WN,2,20,2.0,13.3563519814
WN,2,21,7.0,21.5163075131
WN,2,22,17.0,36.9301106581
WN,2,23,1.0,8.44329896907
WN,2,24,5.0,16.9393939394
WN,2,25,1.0,13.6423995341
WN,2,26,1.0,15.0978450786
WN,2,27,0.0,4.68356643357
WN,2,28,0.0,4.51921956902
WN,2,29,2.0,8.947291788
WN,3,1,0.0,6.08961141951
WN,3,2,2.0,8.82372108179
WN,3,3,0.0,6.14880605708
WN,3,4,0.0,6.22248107164
WN,3,5,1.0,7.16083916084
WN,3,6,1.0,13.8011065812
WN,3,7,8.0,21.6782178218
WN,3,8,2.0,16.7844674029
WN,3,9,3.0,10.8153893888
WN,3,10,1.0,10.7109375
WN,3,11,0.0,6.63975694444
WN,3,12,3.0,17.2759119861
WN,3,13,2.0,9.63229347198
WN,3,14,6.0,14.3357369484
WN,3,15,7.0,18.0890239542
WN,3,16,7.0,17.2212224635
WN,3,17,2.0,8.76905311778
WN,3,18,3.0,22.287817552
WN,3,19,6.0,19.4413633738
WN,3,20,7.0,16.6345821326
WN,3,21,4.0,13.3517400058
WN,3,22,2.0,8.74117647059
WN,3,23,1.0,8.3153822346
WN,3,24,3.0,8.66541570439
WN,3,25,3.0,13.2029445727
WN,3,26,2.0,8.18861929521
WN,3,27,4.0,12.8175792507
WN,3,28,4.0,14.2041990221
WN,3,29,1.0,8.12798573975
WN,3,30,5.0,13.4190653049
WN,3,31,9.0,22.023960739
WN,4,1,2.0,10.9526558891
WN,4,2,0.0,5.28220681687
WN,4,3,3.0,13.7703170029
WN,4,4,7.0,20.3156384505
WN,4,5,0.0,7.31141130466
WN,4,6,2.0,13.3520518359
WN,4,7,0.0,5.14075993092
WN,4,8,0.0,4.83448474381
WN,4,9,1.0,8.42597926267
WN,4,10,7.0,19.2468390805
WN,4,11,3.0,10.6912482066
WN,4,12,0.0,4.31923213651
WN,4,13,1.0,7.78216599815
WN,4,14,0.0,4.21790443293
WN,4,15,0.0,3.53655728267
WN,4,16,-1.0,1.57142857143
WN,4,17,1.0,8.53497706422
WN,4,18,1.0,8.38505582594
WN,4,19,2.0,16.638464273
WN,4,20,1.0,11.8488765774
WN,4,21,0.0,3.70752009185
WN,4,22,-1.0,1.95203905801
WN,4,23,0.0,5.35172413793
WN,4,24,1.0,5.38646788991
WN,4,25,2.0,19.4050959061
WN,4,26,-1.0,3.28048346961
WN,4,27,0.0,2.92613111727
WN,4,28,0.0,6.39006888634
WN,4,29,-1.0,1.08989086732
WN,4,30,0.0,2.34568965517
WN,5,1,1.0,5.86181192661
WN,5,2,5.0,24.9899799599
WN,5,3,-1.0,1.9331674369
WN,5,4,0.0,5.87596183441
WN,5,5,0.0,4.47587593337
WN,5,6,-1.0,3.38541068352
WN,5,7,0.0,6.7683908046
WN,5,8,0.0,4.65538990826
WN,5,9,2.0,12.0735757229
WN,5,10,0.0,4.67875828392
WN,5,11,1.0,8.22713414634
WN,5,12,3.0,17.2251445087
WN,5,13,0.0,5.54219653179
WN,5,14,0.0,6.78815028902
WN,5,15,3.0,11.6479768786
WN,5,16,5.0,19.0830210435
WN,5,17,0.0,2.80541103018
WN,5,18,2.0,11.0734756098
WN,5,19,1.0,7.94450867052
WN,5,20,1.0,9.11300578035
WN,5,21,1.0,7.1936416185
WN,5,22,8.5,21.5020231214
WN,5,23,5.0,17.2623234361
WN,5,24,1.0,8.1065026362
WN,5,25,-1.0,3.46101438304
WN,5,26,0.0,4.95396505376
WN,5,27,1.0,16.8875722543
WN,5,28,0.0,6.00346820809
WN,5,29,0.0,4.06734104046
WN,5,30,1.0,8.88526953012
WN,5,31,1.0,13.6552202567
WN,6,1,1.0,6.30396341463
WN,6,2,0.0,3.25809248555
WN,6,3,0.0,8.03468208092
WN,6,4,2.0,22.5365994236
WN,6,5,4.0,13.1417867435
WN,6,6,3.0,11.9212417361
WN,6,7,1.0,8.97647872708
WN,6,8,4.0,22.0075987842
WN,6,9,3.0,14.3530259366
WN,6,10,3.0,18.6515850144
WN,6,11,2.0,8.61239193084
WN,6,12,3.0,12.0602305476
WN,6,13,5.0,20.1937338316
WN,6,14,1.0,8.54341058457
WN,6,15,4.0,16.1100303951
WN,6,16,3.0,22.1919308357
WN,6,17,2.0,12.8354466859
WN,6,18,1.0,8.64553314121
WN,6,19,5.0,21.4821325648
WN,6,20,2.0,7.30985915493
WN,6,21,2.0,17.9114493255
WN,6,22,3.0,21.8772036474
WN,6,23,3.0,15.0103746398
WN,6,24,2.0,12.8152737752
WN,6,25,2.0,13.3463976945
WN,6,26,2.0,16.2729106628
WN,6,27,3.0,16.7254958321
WN,6,28,0.0,7.68938083708
WN,6,29,1.0,12.4063829787
WN,6,30,0.0,3.62997118156
WN,7,1,0.0,3.06628242075
WN,7,2,0.0,7.45360230548
WN,7,3,0.0,4.58251586844
WN,7,4,-1.0,3.02259446825
WN,7,5,-1.0,1.79728789986
WN,7,6,1.0,14.025804493
WN,7,7,3.0,16.7873993096
WN,7,8,4.0,23.846685879
WN,7,9,1.0,11.9570605187
WN,7,10,0.0,11.560518732
WN,7,11,1.0,7.7309571716
WN,7,12,1.0,8.2846765825
WN,7,13,1.0,25.4097264438
WN,7,14,1.0,8.75850144092
WN,7,15,0.0,8.56051873199
WN,7,16,0.0,6.60086455331
WN,7,17,1.0,8.01642651297
WN,7,18,0.0,6.07789594711
WN,7,19,0.0,4.1124178485
WN,7,20,0.0,9.90607902736
WN,7,21,0.0,7.96282420749
WN,7,22,0.0,6.29913544669
WN,7,23,1.0,23.4149855908
WN,7,24,2.0,9.84985590778
WN,7,25,1.0,9.16470250072
WN,7,26,0.0,7.45105499827
WN,7,27,2.0,21.4185410334
WN,7,28,0.0,4.29020172911
WN,7,29,0.0,5.19971181556
WN,7,30,0.0,6.86340057637
WN,7,31,1.0,9.71066282421
WN,8,1,1.0,6.51480310434
WN,8,2,2.0,13.3196125908
WN,8,3,1.0,5.77537993921
WN,8,4,1.0,15.5818965517
WN,8,5,1.0,12.6051724138
WN,8,6,0.0,6.92068965517
WN,8,7,2.0,16.4416666667
WN,8,8,1.0,10.0232158212
WN,8,9,1.0,7.24422214557
WN,8,10,2.0,21.6309090909
WN,8,11,1.0,10.1517241379
WN,8,12,0.0,4.02155172414
WN,8,13,0.0,4.50517241379
WN,8,14,1.0,12.7227011494
WN,8,15,4.0,15.9323588421
WN,8,16,1.0,9.9855122456
WN,8,17,0.0,6.13666666667
WN,8,18,0.0,3.99568965517
WN,8,19,-1.0,1.77442528736
WN,8,20,0.0,6.4341954023
WN,8,21,0.0,6.09195402299
WN,8,22,0.0,5.14015477214
WN,8,23,0.0,3.61856913183
WN,8,24,0.0,6.43468540402
WN,8,25,0.0,8.64061592098
WN,8,26,0.0,7.02062754213
WN,8,27,-1.0,2.16792562464
WN,8,28,0.0,4.99854735619
WN,8,29,1.0,9.88407902382
WN,8,30,0.0,3.41445783133
WN,8,31,-1.0,0.997264021888
WN,9,1,-1.0,1.7868960953
WN,9,2,-1.0,0.692240880139
WN,9,3,-1.0,0.0628257093225
WN,9,4,-1.0,0.513896931094
WN,9,5,-1.0,2.20469021424
WN,9,6,-2.0,2.18505195843
WN,9,7,-1.0,2.63760738148
WN,9,8,-1.0,5.12044006948
WN,9,9,-1.0,5.88477127968
WN,9,10,-1.0,1.84394904459
WN,9,11,0.0,7.81760277939
WN,9,12,0.0,8.04400694847
WN,9,13,-1.0,2.74740207834
WN,9,14,0.0,7.04104358893
WN,9,15,0.0,3.17573827446
WN,9,16,-1.0,1.94238563984
WN,9,17,-1.0,2.10075275043
WN,9,18,0.0,3.63607411697
WN,9,19,0.0,6.12825709323
WN,9,20,-1.0,1.28417266187
WN,9,21,1.0,5.63888005091
WN,9,22,-1.0,2.59930515345
WN,9,23,-2.0,-0.393167342212
WN,9,24,-1.0,3.26548928778
WN,9,25,0.0,7.77967573827
WN,9,26,1.0,12.1997683845
WN,9,27,-1.0,2.70801755086
WN,9,28,0.0,7.17752234994
WN,9,29,-1.0,2.21858714534
WN,9,30,-2.0,0.839606253619
WN,10,1,-1.0,1.28199189346
WN,10,2,-1.0,2.68992472496
WN,10,3,0.0,4.79241459178
WN,10,4,-1.0,2.16800966962
WN,10,5,0.0,5.66251596424
WN,10,6,-1.0,2.62159814708
WN,10,7,-1.0,1.24609148813
WN,10,8,-1.0,3.79907353793
WN,10,9,0.0,6.12246670527
WN,10,10,1.0,7.34076433121
WN,10,11,0.0,3.18614020951
WN,10,12,0.0,6.72669220945
WN,10,13,0.0,4.28546612623
WN,10,14,-1.0,2.50202663578
WN,10,15,0.0,4.21627099016
WN,10,16,0.0,4.5127388535
WN,10,17,1.0,6.49826288361
WN,10,18,-1.0,1.9911361805
WN,10,19,1.0,5.72318007663
WN,10,20,0.0,3.39548349739
WN,10,21,-1.0,1.99276201506
WN,10,22,0.0,9.17602779386
WN,10,23,1.0,7.33034163289
WN,10,24,2.0,8.13839027215
WN,10,25,-1.0,1.81345688961
WN,10,26,1.0,7.03256704981
WN,10,27,1.0,9.211059641
WN,10,28,-1.0,6.95425593515
WN,10,29,-1.0,1.26635784598
WN,10,30,0.0,3.84308048639
WN,10,31,-1.0,4.06461352657
WN,11,1,-1.0,2.4154589372
WN,11,2,0.0,18.5638752053
WN,11,3,-2.0,1.11117511521
WN,11,4,-1.0,5.258640553
WN,11,5,-1.0,0.956221198157
WN,11,6,0.0,6.27188940092
WN,11,7,1.0,11.7367511521
WN,11,8,-1.0,1.67350157729
WN,11,9,1.0,21.1885057471
WN,11,10,-1.0,3.40351382488
WN,11,11,-1.0,3.42050691244
WN,11,12,-1.0,1.84504608295
WN,11,13,0.0,6.46601382488
WN,11,14,0.0,9.01872119816
WN,11,15,-1.0,1.68848580442
WN,11,16,0.0,5.25944170772
WN,11,17,-1.0,0.707373271889
WN,11,18,-2.0,-0.154953917051
WN,11,19,-1.0,1.42079493088
WN,11,20,0.0,4.96572580645
WN,11,21,1.0,12.1923963134
WN,11,22,1.0,14.035488959
WN,11,23,-1.0,2.90870279146
WN,11,24,-1.0,1.81538018433
WN,11,25,0.0,3.35194730813
WN,11,26,0.0,6.50572737686
WN,11,27,-1.0,1.73952230735
WN,11,28,-1.0,0.991889985896
WN,11,29,0.0,5.95611930065
WN,11,30,13.0,34.3011296076
WN,12,1,23.0,42.1166474654
WN,12,2,1.0,5.42799539171
WN,12,3,0.0,5.48783382789
WN,12,4,0.0,5.78905325444
WN,12,5,0.0,5.92041420118
WN,12,6,-1.0,2.06073838825
WN,12,7,0.0,6.174379611
WN,12,8,-1.0,1.19526627219
WN,12,9,-1.0,2.4724852071
WN,12,10,-1.0,5.79940828402
WN,12,11,0.0,9.83224852071
WN,12,12,1.0,8.70059171598
WN,12,13,1.0,8.3497419611
WN,12,14,1.0,10.4527162978
WN,12,15,2.0,15.7275147929
WN,12,16,4.0,25.6665680473
WN,12,17,17.0,36.2772189349
WN,12,18,28.0,46.5210059172
WN,12,19,27.5,57.1843195266
WN,12,20,16.0,32.6526399365
WN,12,21,17.0,37.6928236083
WN,12,22,13.0,25.9103550296
WN,12,23,17.0,51.8177514793
WN,12,24,13.0,29.7992172211
WN,12,25,3.0,16.5778704055
WN,12,26,14.0,39.0869696058
WN,12,27,22.0,40.8076388889
WN,12,28,5.0,16.0851777331
WN,12,29,3.0,10.3810650888
WN,12,30,3.0,10.5852071006
WN,12,31,5.0,16.753816047
