Carrier,ArrDelay,Month,DayofMonth,Ratio,Total Delay
OO,28,4,17,0.0906,154
OO,15,4,18,0.1610,274
OO,30,4,19,0.1361,181
OO,200,4,20,0.1046,164
OO,17,4,21,0.0748,127
OO,25,4,22,0.0892,144
OO,29,4,23,0.1816,304
OO,54,4,24,0.1815,306
OO,67,4,25,0.1751,296
OO,26,4,26,0.1565,207
OO,19,4,27,0.0958,149
OO,25,4,28,0.1682,284
OO,45,4,29,0.0838,135
OO,19,4,30,0.0528,88
OO,19,5,1,0.2193,366
OO,55,5,2,0.2073,346
OO,26,5,3,0.1023,134
OO,23,5,4,0.1531,232
OO,28,5,5,0.0744,124
OO,24,5,6,0.0979,155
OO,106,5,7,0.2748,457
OO,21,5,8,0.1236,206
OO,168,5,9,0.0791,132
OO,29,5,10,0.0966,127
OO,18,5,11,0.2200,334
OO,16,5,12,0.1090,182
OO,32,5,13,0.1058,168
OO,23,5,14,0.1400,233
OO,40,5,15,0.1673,279
OO,26,5,16,0.1253,209
OO,22,5,17,0.0842,111
OO,118,5,18,0.0892,136
OO,30,5,19,0.1056,176
OO,36,5,20,0.1694,269
OO,25,5,21,0.1279,212
OO,21,5,22,0.2725,454
OO,34,5,23,0.2218,370
OO,59,5,24,0.1474,192
OO,25,5,25,0.0501,59
OO,275,5,26,0.1388,227
OO,27,5,27,0.1180,192
OO,24,5,28,0.0592,98
OO,25,5,29,0.1427,237
OO,86,5,30,0.2580,429
OO,17,5,31,0.1635,216
OO,20,6,1,0.1278,194
OO,17,6,2,0.0759,126
OO,29,6,3,0.2329,370
OO,34,6,4,0.3247,537
OO,19,6,5,0.3030,519
OO,26,6,6,0.2240,384
OO,23,6,7,0.2000,297
OO,294,6,8,0.2034,326
OO,19,6,9,0.2347,403
OO,29,6,10,0.1208,205
OO,139,6,11,0.1901,325
OO,30,6,12,0.2099,360
OO,227,6,13,0.2075,358
OO,62,6,14,0.1428,215
OO,20,6,15,0.2246,361
OO,54,6,16,0.2631,451
OO,37,6,17,0.1576,267
OO,15,6,18,0.0865,148
OO,18,6,19,0.1125,193
OO,42,6,20,0.1741,300
OO,33,6,21,0.1017,153
OO,99,6,22,0.1998,321
OO,19,6,23,0.2000,343
OO,41,6,24,0.1606,272
OO,70,6,25,0.2749,470
OO,48,6,26,0.3098,531
OO,61,6,27,0.2908,501
OO,24,6,28,0.2282,342
OO,250,6,29,0.2431,389
OO,25,6,30,0.1364,232
OO,58,7,1,0.1429,240
OO,20,7,2,0.1604,272
OO,25,7,3,0.1084,184
OO,25,7,4,0.0941,109
OO,52,7,5,0.0902,128
OO,64,7,6,0.2352,377
OO,54,7,7,0.3089,536
OO,34,7,8,0.2149,286
OO,16,7,9,0.1626,60
OO,100,7,10,0.1615,281
OO,23,7,11,0.2354,412
OO,16,7,12,0.2360,359
OO,67,7,13,0.2132,348
OO,183,7,14,0.1548,269
OO,33,7,15,0.1527,259
OO,15,7,16,0.1490,258
OO,17,7,17,0.1214,211
OO,46,7,18,0.2283,399
OO,17,7,19,0.2199,334
OO,204,7,20,0.2256,368
OO,25,7,21,0.1854,320
OO,56,7,22,0.1287,216
OO,16,7,23,0.1202,206
OO,21,7,24,0.1390,239
OO,45,7,25,0.1597,276
OO,16,7,26,0.0651,98
OO,34,7,27,0.2259,366
OO,19,7,28,0.1791,308
OO,19,7,29,0.1132,190
OO,30,7,30,0.0883,151
OO,20,7,31,0.1640,282
OO,26,8,1,0.1913,331
OO,32,8,2,0.1074,162
OO,20,8,3,0.1483,241
OO,27,8,4,0.2939,507
OO,33,8,5,0.2239,376
OO,24,8,6,0.1700,290
OO,67,8,7,0.1852,319
OO,81,8,8,0.1594,276
OO,20,8,9,0.1667,252
OO,76,8,10,0.1298,211
OO,18,8,11,0.1045,180
OO,17,8,12,0.0668,112
OO,20,8,13,0.0524,89
OO,77,8,14,0.0853,147
OO,33,8,15,0.1392,241
OO,28,8,16,0.1753,264
OO,85,8,17,0.1789,290
OO,20,8,18,0.1605,275
OO,19,8,19,0.1269,202
OO,32,8,20,0.1278,206
OO,59,8,21,0.1510,254
OO,44,8,22,0.1897,321
OO,49,8,23,0.1146,152
OO,18,8,24,0.1076,167
OO,30,8,25,0.0971,163
OO,15,8,26,0.0931,146
OO,87,8,27,0.0521,83
OO,51,8,28,0.0785,132
OO,16,8,29,0.0810,137
OO,61,8,30,0.0554,64
OO,27,8,31,0.0800,80
OO,31,9,1,0.0933,148
OO,29,9,2,0.0727,110
OO,52,9,3,0.0733,114
OO,21,9,4,0.1484,235
OO,15,9,5,0.0908,145
OO,99,9,6,0.0386,47
OO,29,9,7,0.0869,130
OO,15,9,8,0.1983,300
OO,132,9,9,0.1291,187
OO,15,9,10,0.0921,139
OO,56,9,11,0.1446,222
OO,19,9,12,0.2434,376
OO,62,9,13,0.2154,254
OO,16,9,14,0.2558,373
OO,16,9,15,0.1674,254
OO,56,9,16,0.1445,209
OO,45,9,17,0.1284,194
OO,19,9,18,0.0801,123
OO,15,9,19,0.0732,113
OO,15,9,20,0.0491,58
OO,24,9,21,0.1934,282
OO,29,9,22,0.0846,128
OO,24,9,23,0.0360,52
OO,16,9,24,0.0889,134
OO,24,9,25,0.0692,106
OO,130,9,26,0.0889,137
OO,17,9,27,0.0654,77
OO,86,9,28,0.0551,80
OO,56,9,29,0.1858,281
OO,43,9,30,0.0897,129
OO,40,10,1,0.0464,69
OO,27,10,2,0.1306,198
OO,17,10,3,0.1257,192
OO,20,10,4,0.1628,188
OO,16,10,5,0.1587,229
OO,75,10,6,0.0756,113
OO,36,10,7,0.1344,192
OO,30,10,8,0.0870,130
OO,18,10,9,0.0712,108
OO,15,10,10,0.1321,201
OO,55,10,11,0.1816,209
OO,21,10,12,0.1975,285
OO,18,10,13,0.0808,121
OO,25,10,14,0.0615,88
OO,18,10,15,0.1389,208
OO,29,10,16,0.0777,118
OO,16,10,17,0.0786,120
OO,31,10,18,0.0587,68
OO,23,10,19,0.1566,226
OO,56,10,20,0.1514,227
OO,78,10,21,0.0740,106
OO,15,10,22,0.0800,120
OO,17,10,23,0.0697,106
OO,24,10,24,0.1128,173
OO,15,10,25,0.0696,80
OO,15,10,26,0.1653,238
OO,28,10,27,0.2238,335
OO,67,10,28,0.0854,122
OO,117,10,29,0.1124,168
OO,18,10,30,0.0964,146
OO,44,10,31,0.1417,203
OO,102,11,1,0.1755,201
OO,22,11,2,0.1833,261
OO,15,11,3,0.1571,230
OO,18,11,4,0.0875,122
OO,51,11,5,0.1687,247
OO,185,11,6,0.1121,167
OO,19,11,7,0.1429,213
OO,63,11,8,0.1270,145
OO,34,11,9,0.0949,135
OO,16,11,10,0.1263,185
OO,15,11,11,0.1692,236
OO,16,11,12,0.2332,341
OO,44,11,13,0.1242,185
OO,153,11,14,0.1027,153
OO,35,11,15,0.0384,44
OO,23,11,16,0.0794,113
OO,21,11,17,0.1051,154
OO,26,11,18,0.0436,61
OO,24,11,19,0.1645,241
OO,31,11,20,0.2450,365
OO,22,11,21,0.0869,130
OO,21,11,22,0.1190,136
OO,25,11,23,0.0671,96
OO,51,11,24,0.1345,193
OO,20,11,25,0.0573,85
OO,17,11,26,0.1235,183
OO,15,11,27,0.1357,117
OO,32,11,28,0.1028,95
OO,18,11,29,0.1441,202
OO,40,11,30,0.3678,552
OO,36,12,1,0.4184,633
OO,24,12,2,0.2108,308
OO,30,12,3,0.2469,364
OO,26,12,4,0.2887,433
OO,19,12,5,0.1536,231
OO,55,12,6,0.1532,180
OO,22,12,7,0.2094,300
OO,30,12,8,0.2684,393
OO,22,12,9,0.2099,294
OO,25,12,10,0.0959,141
OO,19,12,11,0.1162,175
OO,17,12,12,0.1791,269
OO,212,12,13,0.2561,296
OO,23,12,14,0.4289,618
OO,21,12,15,0.4178,618
OO,48,12,16,0.4280,603
OO,32,12,17,0.3491,517
OO,41,12,18,0.3389,511
OO,59,12,19,0.5059,766
OO,37,12,20,0.4769,670
OO,134,12,21,0.4695,693
OO,20,12,22,0.4947,751
OO,73,12,23,0.5165,769
OO,108,12,24,0.5101,605
OO,28,12,25,0.3008,348
OO,40,12,26,0.4685,713
OO,57,12,27,0.5239,746
OO,28,12,28,0.2497,371
OO,30,12,29,0.2161,320
OO,52,12,30,0.2416,358
OO,25,12,31,0.2316,283
US,18,1,1,0.2188,280
US,15,1,2,0.2433,325
US,27,1,3,0.2235,299
US,39,1,4,0.1738,234
US,40,1,5,0.2609,293
US,36,1,6,0.1908,233
US,35,1,7,0.1986,257
US,15,1,8,0.2014,257
US,22,1,9,0.1172,153
US,29,1,10,0.1574,210
US,16,1,11,0.2127,285
US,34,1,12,0.0848,87
US,17,1,13,0.1775,216
US,60,1,14,0.1391,180
US,18,1,15,0.1160,148
US,102,1,16,0.0889,116
US,36,1,17,0.3111,415
US,16,1,18,0.2231,299
US,21,1,19,0.2164,222
US,16,1,20,0.1134,138
US,22,1,21,0.2048,265
US,40,1,22,0.2484,317
US,15,1,23,0.1724,225
US,19,1,24,0.2226,297
US,33,1,25,0.1545,207
US,17,1,26,0.1404,144
US,51,1,27,0.2970,360
US,70,1,28,0.1716,222
US,36,1,29,0.1042,133
US,18,1,30,0.1604,210
US,21,1,31,0.2282,304
US,115,2,1,0.3522,472
US,30,2,2,0.1345,138
US,64,2,3,0.2490,300
US,62,2,4,0.3182,413
US,48,2,5,0.2016,258
US,41,2,6,0.1556,200
US,48,2,7,0.1611,214
US,159,2,8,0.1796,240
US,17,2,9,0.0994,102
US,19,2,10,0.1833,222
US,95,2,11,0.1376,178
US,25,2,12,0.2759,352
US,34,2,13,0.3331,429
US,23,2,14,0.1765,236
US,32,2,15,0.2698,364
US,89,2,16,0.1697,185
US,234,2,17,0.1400,171
US,86,2,18,0.2621,351
US,26,2,19,0.1721,225
US,81,2,20,0.2107,279
US,16,2,21,0.1999,268
US,49,2,22,0.4149,558
US,18,2,23,0.2273,248
US,16,2,24,0.2072,254
US,18,2,25,0.1603,214
US,17,2,26,0.3068,401
US,21,2,27,0.1918,254
US,17,2,28,0.1201,161
US,27,2,29,0.1866,251
US,19,3,1,0.1489,162
US,50,3,2,0.1358,167
US,15,3,3,0.1525,202
US,63,3,4,0.2063,269
US,51,3,5,0.1523,202
US,25,3,6,0.1448,194
US,25,3,7,0.3647,489
US,20,3,8,0.3364,363
US,21,3,9,0.1860,226
US,19,3,10,0.1699,225
US,17,3,11,0.1396,182
US,17,3,12,0.1501,199
US,15,3,13,0.1381,185
US,79,3,14,0.2260,303
US,167,3,15,0.3506,379
US,101,3,16,0.2876,350
US,20,3,17,0.1533,203
US,52,3,18,0.1971,257
US,15,3,19,0.3288,436
US,19,3,20,0.2254,302
US,18,3,21,0.1506,202
US,38,3,22,0.1064,115
US,112,3,23,0.1348,164
US,35,3,24,0.1858,246
US,19,3,25,0.1474,193
US,25,3,26,0.0961,128
US,17,3,27,0.1568,211
US,21,3,28,0.1596,215
US,46,3,29,0.1408,153
US,16,3,30,0.2020,246
US,19,3,31,0.2911,386
US,28,4,1,0.2523,330
US,44,4,2,0.1664,221
US,76,4,3,0.1949,262
US,27,4,4,0.3321,446
US,19,4,5,0.1759,190
US,17,4,6,0.2504,306
US,25,4,7,0.2066,271
US,18,4,8,0.1924,249
US,27,4,9,0.1573,208
US,39,4,10,0.1888,253
US,16,4,11,0.2241,301
US,19,4,12,0.1933,203
US,17,4,13,0.1585,193
US,39,4,14,0.1565,205
US,16,4,15,0.1190,154
US,15,4,16,0.1342,177
US,17,4,17,0.0801,107
US,99,4,18,0.0984,132
US,58,4,19,0.0887,93
US,66,4,20,0.2295,280
US,15,4,21,0.1656,216
US,28,4,22,0.1449,186
US,16,4,23,0.1210,159
US,19,4,24,0.1180,157
US,163,4,25,0.1358,181
US,35,4,26,0.1856,194
US,20,4,27,0.2064,251
US,40,4,28,0.3543,461
US,21,4,29,0.1291,166
US,17,4,30,0.0711,93
US,32,5,1,0.1323,176
US,64,5,2,0.1826,244
US,32,5,3,0.1130,118
US,17,5,4,0.1183,145
US,32,5,5,0.1237,162
US,24,5,6,0.0885,114
US,15,5,7,0.1320,174
US,17,5,8,0.1526,202
US,35,5,9,0.2396,318
US,15,5,10,0.1062,114
US,44,5,11,0.2111,259
US,28,5,12,0.2710,355
US,30,5,13,0.1234,159
US,27,5,14,0.0852,112
US,18,5,15,0.1220,161
US,21,5,16,0.2940,389
US,20,5,17,0.0899,96
US,17,5,18,0.1987,243
US,18,5,19,0.1455,190
US,18,5,20,0.2928,376
US,18,5,21,0.1749,229
US,68,5,22,0.2326,307
US,34,5,23,0.1888,250
US,31,5,24,0.1257,130
US,44,5,25,0.0399,45
US,15,5,26,0.0794,101
US,32,5,27,0.1503,193
US,15,5,28,0.1370,180
US,178,5,29,0.0712,94
US,17,5,30,0.0907,120
US,48,5,31,0.2144,229
US,21,6,1,0.1554,190
US,22,6,2,0.0911,119
US,26,6,3,0.2286,302
US,17,6,4,0.3463,462
US,15,6,5,0.3041,405
US,66,6,6,0.1787,238
US,68,6,7,0.1618,178
US,23,6,8,0.2032,254
US,71,6,9,0.2087,278
US,18,6,10,0.2560,339
US,37,6,11,0.2106,281
US,35,6,12,0.1333,178
US,55,6,13,0.2052,274
US,27,6,14,0.1727,190
US,66,6,15,0.1575,197
US,39,6,16,0.2697,360
US,166,6,17,0.1850,245
US,40,6,18,0.2594,346
US,23,6,19,0.2300,307
US,20,6,20,0.1978,264
US,19,6,21,0.1764,194
US,17,6,22,0.3237,405
US,58,6,23,0.2869,383
US,25,6,24,0.1692,224
US,83,6,25,0.1517,202
US,36,6,26,0.2487,332
US,171,6,27,0.3003,400
US,41,6,28,0.1882,207
US,17,6,29,0.2358,295
US,65,6,30,0.1678,224
US,191,7,1,0.1631,216
US,15,7,2,0.1534,205
US,24,7,3,0.1455,195
US,55,7,4,0.1053,117
US,79,7,5,0.1057,113
US,16,7,6,0.2771,345
US,33,7,7,0.2821,376
US,46,7,8,0.3009,399
US,21,7,9,0.3138,418
US,18,7,10,0.2158,289
US,16,7,11,0.2031,272
US,17,7,12,0.1350,149
US,29,7,13,0.3478,433
US,60,7,14,0.1883,251
US,53,7,15,0.0980,130
US,26,7,16,0.0998,133
US,33,7,17,0.1606,215
US,35,7,18,0.1494,200
US,18,7,19,0.1313,145
US,40,7,20,0.2161,269
US,15,7,21,0.1575,210
US,31,7,22,0.2459,326
US,82,7,23,0.3258,434
US,55,7,24,0.2935,393
US,17,7,25,0.1165,156
US,20,7,26,0.1241,137
US,56,7,27,0.2723,339
US,58,7,28,0.1838,245
US,18,7,29,0.1410,187
US,26,7,30,0.1622,216
US,168,7,31,0.2270,304
US,113,8,1,0.1561,209
US,51,8,2,0.2498,276
US,23,8,3,0.1593,199
US,62,8,4,0.1458,195
US,69,8,5,0.1421,189
US,17,8,6,0.1901,254
US,98,8,7,0.3219,431
US,18,8,8,0.1990,267
US,33,8,9,0.1282,142
US,33,8,10,0.2494,311
US,39,8,11,0.2536,339
US,22,8,12,0.1242,165
US,64,8,13,0.1617,215
US,20,8,14,0.2916,391
US,19,8,15,0.2666,358
US,27,8,16,0.1462,162
US,18,8,17,0.1129,141
US,53,8,18,0.1136,151
US,18,8,19,0.0822,101
US,39,8,20,0.1451,181
US,23,8,21,0.1441,183
US,22,8,22,0.1109,141
US,18,8,23,0.1031,106
US,18,8,24,0.0739,88
US,18,8,25,0.1911,241
US,16,8,26,0.2095,257
US,87,8,27,0.1926,239
US,212,8,28,0.2342,296
US,30,8,29,0.1942,247
US,29,8,30,0.0660,56
US,40,8,31,0.0472,40
US,15,9,1,0.0714,86
US,37,9,2,0.0639,78
US,91,9,3,0.0856,106
US,193,9,4,0.0958,121
US,32,9,5,0.1475,187
US,20,9,6,0.1311,120
US,32,9,7,0.0789,93
US,26,9,8,0.1433,182
US,64,9,9,0.2279,278
US,18,9,10,0.1746,216
US,21,9,11,0.2106,266
US,52,9,12,0.2033,257
US,24,9,13,0.0896,82
US,45,9,14,0.1384,163
US,32,9,15,0.1184,150
US,16,9,16,0.1472,179
US,137,9,17,0.1378,170
US,51,9,18,0.1501,189
US,24,9,19,0.1697,213
US,23,9,20,0.0968,88
US,21,9,21,0.0962,113
US,73,9,22,0.1785,226
US,63,9,23,0.1424,173
US,75,9,24,0.1648,203
US,17,9,25,0.2256,284
US,29,9,26,0.2964,374
US,38,9,27,0.1334,121
US,264,9,28,0.1921,225
US,102,9,29,0.1028,130
US,23,9,30,0.1137,138
US,21,10,1,0.1276,157
US,22,10,2,0.0887,112
US,16,10,3,0.0880,112
US,16,10,4,0.0632,57
US,18,10,5,0.1009,119
US,16,10,6,0.0733,93
US,25,10,7,0.0860,103
US,24,10,8,0.1322,162
US,18,10,9,0.1387,175
US,232,10,10,0.0905,115
US,30,10,11,0.1075,97
US,18,10,12,0.1121,132
US,36,10,13,0.1151,146
US,84,10,14,0.0635,76
US,15,10,15,0.0857,105
US,26,10,16,0.1125,142
US,19,10,17,0.1435,183
US,15,10,18,0.0777,70
US,21,10,19,0.1477,174
US,108,10,20,0.0954,121
US,28,10,21,0.0877,105
US,23,10,22,0.1371,168
US,24,10,23,0.1363,172
US,18,10,24,0.2315,294
US,49,10,25,0.1609,145
US,16,10,26,0.1053,124
US,28,10,27,0.1765,224
US,32,10,28,0.2356,282
US,17,10,29,0.0849,104
US,40,10,30,0.1078,136
US,40,10,31,0.1024,130
US,33,11,1,0.0784,71
US,20,11,2,0.2226,258
US,42,11,3,0.1669,211
US,31,11,4,0.1332,167
US,70,11,5,0.1748,218
US,18,11,6,0.2271,285
US,32,11,7,0.1892,239
US,20,11,8,0.1260,121
US,16,11,9,0.1757,205
US,20,11,10,0.1005,127
US,19,11,11,0.1021,128
US,17,11,12,0.1708,213
US,38,11,13,0.2701,339
US,15,11,14,0.3542,447
US,25,11,15,0.1787,171
US,32,11,16,0.1690,197
US,134,11,17,0.0934,118
US,23,11,18,0.1348,169
US,58,11,19,0.1227,153
US,145,11,20,0.1411,177
US,17,11,21,0.2814,356
US,76,11,22,0.1411,135
US,26,11,23,0.0985,115
US,20,11,24,0.1302,166
US,23,11,25,0.1651,213
US,36,11,26,0.1111,143
US,56,11,27,0.0997,65
US,84,11,28,0.0803,86
US,27,11,29,0.1603,167
US,31,11,30,0.4258,505
US,28,12,1,0.3785,483
US,31,12,2,0.1618,203
US,19,12,3,0.1186,146
US,15,12,4,0.1435,178
US,31,12,5,0.1348,169
US,16,12,6,0.1230,115
US,26,12,7,0.2226,256
US,27,12,8,0.1134,139
US,51,12,9,0.1704,207
US,24,12,10,0.2315,285
US,64,12,11,0.3427,425
US,30,12,12,0.2327,292
US,22,12,13,0.1190,112
US,18,12,14,0.2496,287
US,77,12,15,0.3352,411
US,20,12,16,0.3029,368
US,36,12,17,0.4013,494
US,45,12,18,0.3188,403
US,36,12,19,0.3920,497
US,40,12,20,0.4107,416
US,69,12,21,0.4384,505
US,77,12,22,0.3723,471
US,33,12,23,0.2707,343
US,39,12,24,0.2805,297
US,16,12,25,0.2375,271
US,41,12,26,0.2313,281
US,29,12,27,0.3547,360
US,56,12,28,0.2333,262
US,18,12,29,0.1463,177
US,42,12,30,0.1477,179
US,21,12,31,0.2381,276
WN,90,1,1,0.3224,914
WN,52,1,2,0.4988,1714
WN,34,1,3,0.4364,1500
WN,87,1,4,0.3185,1095
WN,70,1,5,0.3720,1045
WN,22,1,6,0.3527,1139
WN,18,1,7,0.1685,579
WN,17,1,8,0.1368,470
WN,51,1,9,0.0925,318
WN,74,1,10,0.1367,470
WN,22,1,11,0.1155,397
WN,25,1,12,0.0395,110
WN,24,1,13,0.1850,567
WN,15,1,14,0.0534,183
WN,20,1,15,0.0840,288
WN,16,1,16,0.0586,201
WN,28,1,17,0.3073,1054
WN,16,1,18,0.2429,833
WN,65,1,19,0.1017,256
WN,16,1,20,0.0561,172
WN,51,1,21,0.3134,1075
WN,54,1,22,0.1501,515
WN,91,1,23,0.1374,471
WN,22,1,24,0.1813,622
WN,17,1,25,0.2845,976
WN,31,1,26,0.1311,330
WN,33,1,27,0.4437,1360
WN,28,1,28,0.2181,748
WN,16,1,29,0.1140,391
WN,28,1,30,0.0925,317
WN,20,1,31,0.4321,1482
WN,41,2,1,0.4607,1583
WN,16,2,2,0.0922,233
WN,66,2,3,0.3533,1083
WN,60,2,4,0.3853,1323
WN,21,2,5,0.2768,951
WN,15,2,6,0.2462,846
WN,24,2,7,0.2666,916
WN,48,2,8,0.2533,870
WN,66,2,9,0.0662,167
WN,48,2,10,0.1913,587
WN,21,2,11,0.1549,532
WN,50,2,12,0.3550,1219
WN,30,2,13,0.3415,1172
WN,52,2,14,0.2712,932
WN,17,2,15,0.2510,862
WN,16,2,16,0.1503,379
WN,50,2,17,0.2613,802
WN,55,2,18,0.2254,774
WN,39,2,19,0.1308,449
WN,51,2,20,0.2241,769
WN,49,2,21,0.3611,1240
WN,21,2,22,0.5335,1832
WN,22,2,23,0.1820,459
WN,30,2,24,0.3180,976
WN,61,2,25,0.1992,684
WN,19,2,26,0.2467,847
WN,15,2,27,0.1023,351
WN,29,2,28,0.0894,307
WN,83,2,29,0.1867,641
WN,33,3,1,0.1201,303
WN,28,3,2,0.1919,589
WN,19,3,3,0.1424,489
WN,41,3,4,0.1290,443
WN,16,3,5,0.1451,498
WN,27,3,6,0.2216,761
WN,28,3,7,0.4074,1399
WN,35,3,8,0.3039,853
WN,18,3,9,0.2187,705
WN,17,3,10,0.1976,683
WN,21,3,11,0.1319,456
WN,52,3,12,0.2721,940
WN,21,3,13,0.2085,722
WN,45,3,14,0.3268,1133
WN,168,3,15,0.3679,1029
WN,28,3,16,0.3795,1223
WN,40,3,17,0.2102,728
WN,52,3,18,0.3124,1082
WN,37,3,19,0.3102,1074
WN,84,3,20,0.3464,1202
WN,73,3,21,0.2701,939
WN,31,3,22,0.1922,539
WN,23,3,23,0.1507,487
WN,74,3,24,0.1827,633
WN,28,3,25,0.2295,795
WN,48,3,26,0.1748,605
WN,29,3,27,0.2625,911
WN,24,3,28,0.2916,1014
WN,32,3,29,0.1494,419
WN,17,3,30,0.3132,1012
WN,40,3,31,0.4042,1400
WN,24,4,1,0.2376,823
WN,52,4,2,0.1554,538
WN,47,4,3,0.2902,1007
WN,29,4,4,0.3673,1280
WN,19,4,5,0.1625,457
WN,100,4,6,0.2573,834
WN,26,4,7,0.1244,432
WN,49,4,8,0.1264,439
WN,18,4,9,0.1933,671
WN,15,4,10,0.3675,1279
WN,37,4,11,0.2235,779
WN,15,4,12,0.1084,305
WN,47,4,13,0.1675,543
WN,16,4,14,0.1002,348
WN,15,4,15,0.0987,343
WN,28,4,16,0.0585,203
WN,153,4,17,0.1307,456
WN,188,4,18,0.1629,569
WN,37,4,19,0.2545,716
WN,17,4,20,0.2136,694
WN,44,4,21,0.0847,295
WN,19,4,22,0.0635,221
WN,46,4,23,0.1267,441
WN,33,4,24,0.1293,451
WN,23,4,25,0.2328,813
WN,45,4,26,0.0700,197
WN,31,4,27,0.0794,258
WN,21,4,28,0.1251,436
WN,34,4,29,0.0437,152
WN,45,4,30,0.0678,236
WN,96,5,1,0.1316,459
WN,70,5,2,0.3802,1328
WN,18,5,3,0.0597,168
WN,22,5,4,0.1200,390
WN,15,5,5,0.1281,446
WN,25,5,6,0.0905,315
WN,25,5,7,0.1652,575
WN,67,5,8,0.0917,320
WN,26,5,9,0.1930,674
WN,32,5,10,0.1521,436
WN,21,5,11,0.1963,644
WN,104,5,12,0.2809,972
WN,48,5,13,0.1728,598
WN,27,5,14,0.1723,596
WN,42,5,15,0.2457,850
WN,75,5,16,0.2877,998
WN,43,5,17,0.0545,157
WN,16,5,18,0.1942,637
WN,22,5,19,0.1590,550
WN,61,5,20,0.1694,586
WN,178,5,21,0.1806,625
WN,16,5,22,0.4156,1438
WN,50,5,23,0.3577,1241
WN,60,5,24,0.1898,540
WN,49,5,25,0.0844,223
WN,15,5,26,0.1220,363
WN,106,5,27,0.2318,802
WN,71,5,28,0.1428,494
WN,18,5,29,0.1179,408
WN,26,5,30,0.1882,653
WN,24,5,31,0.2154,621
WN,53,6,1,0.1506,494
WN,22,6,2,0.0824,285
WN,34,6,3,0.1968,681
WN,77,6,4,0.3343,1160
WN,37,6,5,0.2793,969
WN,15,6,6,0.2524,878
WN,16,6,7,0.1757,508
WN,250,6,8,0.3158,1039
WN,15,6,9,0.2631,913
WN,49,6,10,0.2769,961
WN,21,6,11,0.2098,728
WN,30,6,12,0.2461,854
WN,199,6,13,0.3357,1168
WN,19,6,14,0.1425,412
WN,59,6,15,0.2812,925
WN,22,6,16,0.2746,953
WN,27,6,17,0.2277,790
WN,107,6,18,0.1631,566
WN,19,6,19,0.3403,1181
WN,15,6,20,0.1529,532
WN,26,6,21,0.2570,743
WN,15,6,22,0.2745,903
WN,128,6,23,0.2435,845
WN,104,6,24,0.2159,749
WN,35,6,25,0.2343,813
WN,21,6,26,0.2758,957
WN,50,6,27,0.2728,949
WN,45,6,28,0.1439,416
WN,29,6,29,0.2033,669
WN,26,6,30,0.0870,302
WN,138,7,1,0.0804,279
WN,21,7,2,0.1274,442
WN,17,7,3,0.1004,348
WN,26,7,4,0.0713,183
WN,27,7,5,0.0588,169
WN,19,7,6,0.2080,685
WN,83,7,7,0.2906,1010
WN,28,7,8,0.3352,1163
WN,77,7,9,0.1816,630
WN,38,7,10,0.1899,659
WN,20,7,11,0.1598,556
WN,20,7,12,0.1487,430
WN,62,7,13,0.2632,866
WN,17,7,14,0.1637,568
WN,65,7,15,0.1484,515
WN,40,7,16,0.1340,465
WN,31,7,17,0.1795,623
WN,29,7,18,0.1196,416
WN,25,7,19,0.0751,217
WN,25,7,20,0.1590,523
WN,26,7,21,0.1378,478
WN,71,7,22,0.1458,506
WN,236,7,23,0.2282,792
WN,36,7,24,0.1879,652
WN,16,7,25,0.1575,548
WN,30,7,26,0.1435,415
WN,28,7,27,0.2283,751
WN,31,7,28,0.0954,331
WN,17,7,29,0.1061,368
WN,19,7,30,0.1562,542
WN,26,7,31,0.1715,595
WN,27,8,1,0.1334,464
WN,20,8,2,0.2148,621
WN,48,8,3,0.1219,401
WN,18,8,4,0.2069,720
WN,27,8,5,0.2385,830
WN,38,8,6,0.1353,471
WN,19,8,7,0.2397,834
WN,29,8,8,0.1860,649
WN,15,8,9,0.1294,375
WN,37,8,10,0.2309,762
WN,24,8,11,0.1609,560
WN,29,8,12,0.0960,334
WN,42,8,13,0.0971,338
WN,22,8,14,0.1991,693
WN,62,8,15,0.3061,1068
WN,51,8,16,0.1714,497
WN,35,8,17,0.1182,390
WN,31,8,18,0.0948,330
WN,150,8,19,0.0644,224
WN,23,8,20,0.1506,524
WN,25,8,21,0.1394,485
WN,16,8,22,0.1063,371
WN,18,8,23,0.0671,167
WN,70,8,24,0.1182,370
WN,43,8,25,0.1389,478
WN,23,8,26,0.1476,508
WN,27,8,27,0.0665,229
WN,42,8,28,0.1261,434
WN,31,8,29,0.2066,711
WN,24,8,30,0.0739,184
WN,38,8,31,0.0406,89
WN,31,9,1,0.0559,169
WN,21,9,2,0.0350,121
WN,17,9,3,0.0304,105
WN,18,9,4,0.0431,149
WN,51,9,5,0.0634,219
WN,34,9,6,0.0576,144
WN,17,9,7,0.0620,195
WN,24,9,8,0.1248,431
WN,64,9,9,0.1129,390
WN,20,9,10,0.0620,214
WN,84,9,11,0.1711,591
WN,25,9,12,0.1416,489
WN,16,9,13,0.0655,164
WN,32,9,14,0.1164,366
WN,30,9,15,0.0782,270
WN,23,9,16,0.0730,252
WN,27,9,17,0.0608,210
WN,17,9,18,0.0770,266
WN,82,9,19,0.1196,413
WN,18,9,20,0.0452,113
WN,27,9,21,0.1044,328
WN,18,9,22,0.0672,232
WN,20,9,23,0.0301,104
WN,41,9,24,0.0869,300
